ID,Name,item_level,bind,gear_slot,gear_type,unique,primary_stats,secondary_stats,required_level,sell_price,dropped_by,mainstat,distribution,stats,Type,dropped_in,Dungeon,Week,Boss,spec_ids,spec_names,DkBlood,DkFrost,DkUnholy,DhHavoc,DhVeng,DruidBoomie,DruidCat,DruidBear,DruidResto,EvokerDev,EvokerPres,EvokerAug,HunterBm,HunterMm,HunterSv,MageArcane,MageFire,MageFrost,MonkBrew,MonkMw,MonkWw,PaladinHoly,PaladinProt,PaladinRet,PriestDisc,PriestHoly,PriestShadow,RogueSin,RogueOutlaw,RogueSub,ShamanEle,ShamanEnh,ShamanResto,WarlockAff,WarlockDemo,WarlockDest,WarriorArms,WarriorFury,WarriorProt,Dk,Dh,Druid,Evoker,Hunter,Mage,Monk,Paladin,Priest,Rogue,Shaman,Warlock,Warrior
,Ranged items for (Hunter),0,BoE,Ranged,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Ranged (Hunter, m0)",m0 week,3 available in m0,m0,,"253, 254, 255","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21%,,,,,,,,
,Offhand items for (Druid),0,BoE,Held In Off-hand,1st/2nd week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Offhand (Druid, Hc)",1st/2nd week,4 available in Hc,Hc,,"102, 103, 104, 105","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,23%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,,,,,,,,,,
,Offhand items for (Evoker),0,BoE,Held In Off-hand,1st/2nd week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Offhand (Evoker, Hc)",1st/2nd week,4 available in Hc,Hc,,"1467, 1468, 1473","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,24%,,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,,,,,,,,,
,Offhand items for (Mage),0,BoE,Held In Off-hand,1st/2nd week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Offhand (Mage, Hc)",1st/2nd week,4 available in Hc,Hc,,"62, 63, 64","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23%,,,,,,,
,Offhand items for (Monk),0,BoE,Held In Off-hand,1st/2nd week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Offhand (Monk, Hc)",1st/2nd week,4 available in Hc,Hc,,"268, 270, 269","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,,,,,,,,,,29%,,,,,,
,Offhand items for (Paladin),0,BoE,Held In Off-hand,1st/2nd week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Offhand (Paladin, Hc)",1st/2nd week,4 available in Hc,Hc,,"65, 66, 70","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,,,,,,,29%,,,,,
,Offhand items for (Priest),0,BoE,Held In Off-hand,1st/2nd week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Offhand (Priest, Hc)",1st/2nd week,4 available in Hc,Hc,,"256, 257, 258","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,23%,,,,,,,,,,,,,,,,,,,,,27%,,,,
,Offhand items for (Shaman),0,BoE,Held In Off-hand,1st/2nd week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Offhand (Shaman, Hc)",1st/2nd week,4 available in Hc,Hc,,"262, 263, 264","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24%,0%,,,,,,,,,,,,,,,,,,27%,,
,Offhand items for (Warlock),0,BoE,Held In Off-hand,1st/2nd week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Offhand (Warlock, Hc)",1st/2nd week,4 available in Hc,Hc,,"265, 266, 267","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23%,
221056,Vessel of the Beverage,437,Soulbound,Held In Off-hand,Other,False,Intellect,"Critical Strike, Versatility",68,"44 gold, 0 silver, 37 copper",I'pa,Int,62% Versatility + 37% Critical Strike,Int,Offhand,Cinderbrew Meadery,Cinderbrew,Hc,2nd,"62, 63, 64, 65, 102, 105, 256, 257, 258, 262, 264, 265, 266, 267, 270, 1467, 1468, 1473","MageArcane, MageFire, MageFrost, PaladinHoly, DruidBoomie, DruidResto, PriestDisc, PriestHoly, PriestShadow, ShamanEle, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, MonkMw, EvokerDev, EvokerPres, EvokerAug",,,,,,,0%,0%,,,,,,,,,,,0%,,0%,,0%,0%,,,,,,,,0%,,,,,,,,0%,0%,33%,33%,0%,33%,33%,33%,33%,0%,33%,33%,0%
221097,Arcane Scuttle,437,Soulbound,Held In Off-hand,Other,False,Intellect,"Critical Strike, Versatility",68,"45 gold, 36 silver, 10 copper",Ol' Waxbeard,Int,58% Versatility + 41% Critical Strike,Int,Offhand,Darkflame Cleft,Darkflame Cleft,Hc,1st,"62, 63, 64, 65, 102, 105, 256, 257, 258, 262, 264, 265, 266, 267, 270, 1467, 1468, 1473","MageArcane, MageFire, MageFrost, PaladinHoly, DruidBoomie, DruidResto, PriestDisc, PriestHoly, PriestShadow, ShamanEle, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, MonkMw, EvokerDev, EvokerPres, EvokerAug",,,,,,33%,0%,0%,,25%,,25%,,,,,,,0%,,0%,,0%,0%,,,33%,,,,25%,0%,,,,,,,,0%,0%,50%,33%,0%,33%,50%,50%,50%,0%,33%,33%,0%
221172,Pail of Preserved Obscurity,437,Soulbound,Held In Off-hand,Other,False,Intellect,"Haste, Mastery",68,"44 gold, 50 silver, 30 copper",Nx,Int,60% Mastery + 39% Haste,Int,Offhand,City of Threads,City of Threads,both,2nd,"62, 63, 64, 65, 102, 105, 256, 257, 258, 262, 264, 265, 266, 267, 270, 1467, 1468, 1473","MageArcane, MageFire, MageFrost, PaladinHoly, DruidBoomie, DruidResto, PriestDisc, PriestHoly, PriestShadow, ShamanEle, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, MonkMw, EvokerDev, EvokerPres, EvokerAug",,,,,,25%,0%,0%,,25%,,25%,,,,,,,0%,,0%,,0%,0%,,,25%,,,,25%,0%,,,,,,,,0%,0%,33%,33%,0%,25%,50%,50%,33%,0%,33%,25%,0%
221132,Overflowing Umbral Pail,437,Soulbound,Held In Off-hand,Other,False,Intellect,"Critical Strike, Versatility",68,"44 gold, 51 silver, 67 copper",Speaker Shadowcrown,Int,65% Versatility + 34% Critical Strike,Int,Offhand,The Dawnbreaker,Dawnbreaker,both,1st,"62, 63, 64, 65, 102, 105, 256, 257, 258, 262, 264, 265, 266, 267, 270, 1467, 1468, 1473","MageArcane, MageFire, MageFrost, PaladinHoly, DruidBoomie, DruidResto, PriestDisc, PriestHoly, PriestShadow, ShamanEle, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, MonkMw, EvokerDev, EvokerPres, EvokerAug",,,,,,,0%,0%,,,,,,,,,,,0%,,0%,,0%,0%,,,,,,,,0%,,,,,,,,0%,0%,33%,50%,0%,33%,33%,33%,33%,0%,50%,33%,0%
,Offhand items for (Druid),0,BoE,Held In Off-hand,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Offhand (Druid, m0)",m0 week,2 available in m0,m0,,"102, 103, 104, 105","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,11%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13%,,,,,,,,,,
,Offhand items for (Evoker),0,BoE,Held In Off-hand,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Offhand (Evoker, m0)",m0 week,2 available in m0,m0,,"1467, 1468, 1473","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,15%,,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16%,,,,,,,,,
,Offhand items for (Mage),0,BoE,Held In Off-hand,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Offhand (Mage, m0)",m0 week,2 available in m0,m0,,"62, 63, 64","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11%,,,,,,,
,Offhand items for (Monk),0,BoE,Held In Off-hand,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Offhand (Monk, m0)",m0 week,2 available in m0,m0,,"268, 270, 269","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,,,,,,,,,,16%,,,,,,
,Offhand items for (Paladin),0,BoE,Held In Off-hand,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Offhand (Paladin, m0)",m0 week,2 available in m0,m0,,"65, 66, 70","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,,,,,,,16%,,,,,
,Offhand items for (Priest),0,BoE,Held In Off-hand,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Offhand (Priest, m0)",m0 week,2 available in m0,m0,,"256, 257, 258","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,11%,,,,,,,,,,,,,,,,,,,,,13%,,,,
,Offhand items for (Shaman),0,BoE,Held In Off-hand,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Offhand (Shaman, m0)",m0 week,2 available in m0,m0,,"262, 263, 264","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15%,0%,,,,,,,,,,,,,,,,,,16%,,
,Offhand items for (Warlock),0,BoE,Held In Off-hand,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Offhand (Warlock, m0)",m0 week,2 available in m0,m0,,"265, 266, 267","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11%,
,Shield items for (Paladin),0,BoE,Off Hand,1st/2nd week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Shield (Paladin, Hc)",1st/2nd week,4 available in Hc,Hc,,"65, 66, 70","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,24%,0%,,,,,,,,,,,,,,,,,,,,,,,25%,,,,,
,Shield items for (Shaman),0,BoE,Off Hand,1st/2nd week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Shield (Shaman, Hc)",1st/2nd week,4 available in Hc,Hc,,"262, 263, 264","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,23%,,,,,,,,,,,,,,,,,24%,,
,Shield items for (Warrior),0,BoE,Off Hand,1st/2nd week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Shield (Warrior, Hc)",1st/2nd week,4 available in Hc,Hc,,"71, 72, 73","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,24%
221117,Sanctified Priory Wall,437,Soulbound,Off Hand,Shield,False,"Strength, Intellect","Critical Strike, Versatility",68,"48 gold, 38 silver, 2 copper",Captain Dailcry,"Str,Int",60% Versatility + 39% Critical Strike,"Str,Int",Shield,Priory of the Sacred Flame,Priory,Hc,1st,"65, 66, 73, 262, 264","PaladinHoly, PaladinProt, WarriorProt, ShamanEle, ShamanResto",,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,0%,,,,,0%,0%,,0%,0%,0%,0%,0%,0%,0%,33%,0%,0%,33%,0%,33%
221045,Galebreaker Bulwark,437,Soulbound,Off Hand,Shield,False,"Strength, Intellect","Critical Strike, Versatility",68,"48 gold, 54 silver, 48 copper",Stormguard Gorren,"Str,Int",58% Versatility + 41% Critical Strike,"Str,Int",Shield,The Rookery,Rookery,Hc,2nd,"65, 66, 73, 262, 264","PaladinHoly, PaladinProt, WarriorProt, ShamanEle, ShamanResto",,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,0%,,,,,0%,0%,,0%,0%,0%,0%,0%,0%,0%,33%,0%,0%,33%,0%,33%
221177,Old-Blood Hielaman,437,Soulbound,Off Hand,Shield,False,"Strength, Intellect","Critical Strike, Versatility",68,"49 gold, 64 silver, 39 copper",The Coaglamation,"Str,Int",65% Versatility + 34% Critical Strike,"Str,Int",Shield,City of Threads,City of Threads,both,3rd,"65, 66, 73, 262, 264","PaladinHoly, PaladinProt, WarriorProt, ShamanEle, ShamanResto",,,,,,,,,,,,,,,,,,,,,,25%,,0%,,,,,,,,0%,25%,,,,0%,0%,,0%,0%,0%,0%,0%,0%,0%,33%,0%,0%,33%,0%,33%
221073,Earthen Nullification Aegis,437,Soulbound,Off Hand,Shield,False,"Strength, Intellect","Critical Strike, Versatility",68,"46 gold, 39 silver, 99 copper",E.D.N.A,"Str,Int",62% Versatility + 37% Critical Strike,"Str,Int",Shield,The Stonevault,Stonevault,both,1st,"65, 66, 73, 262, 264","PaladinHoly, PaladinProt, WarriorProt, ShamanEle, ShamanResto",,,,,,,,,,,,,,,,,,,,,,,33%,0%,,,,,,,,0%,,,,,0%,0%,,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,33%,0%,33%
178712,Acidslough Bulwark,158,Soulbound,Off Hand,Shield,False,"Strength, Intellect","Haste, Mastery",60,"2 gold, 23 silver, 64 copper",Tred'ova,"Str,Int",62% Mastery + 37% Haste,"Str,Int",Shield,Mists of Tirna Scithe,Mists of Tirna,m0,Last,"65, 66, 73, 262, 264","PaladinHoly, PaladinProt, WarriorProt, ShamanEle, ShamanResto",,,,,,,,,,,,,,,,,,,,,,,33%,0%,,,,,,,,0%,,,,,0%,0%,,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,33%,0%,33%
178750,Encrusted Canopic Lid,158,Soulbound,Off Hand,Shield,False,"Strength, Intellect","Critical Strike, Versatility",60,"2 gold, 27 silver, 79 copper",Surgeon Stitchflesh,"Str,Int",56% Critical Strike + 43% Versatility,"Str,Int",Shield,The Necrotic Wake,Necrotic Wake,m0,3rd,"65, 66, 73, 262, 264","PaladinHoly, PaladinProt, WarriorProt, ShamanEle, ShamanResto",,,,,,,,,,,,,,,,,,,,,,,33%,0%,,,,,,,33%,0%,,,,,0%,0%,,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,50%,0%,33%
,Shield items for (Paladin),0,BoE,Off Hand,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Shield (Paladin, m0)",m0 week,4 available in m0,m0,,"65, 66, 70","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,24%,0%,,,,,,,,,,,,,,,,,,,,,,,31%,,,,,
,Shield items for (Shaman),0,BoE,Off Hand,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Shield (Shaman, m0)",m0 week,4 available in m0,m0,,"262, 263, 264","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24%,0%,,,,,,,,,,,,,,,,,,25%,,
,Shield items for (Warrior),0,BoE,Off Hand,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Shield (Warrior, m0)",m0 week,4 available in m0,m0,,"71, 72, 73","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,24%
,DpsTrinket items for (Dh),0,BoE,Trinket,1st/2nd week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"DpsTrinket (Dh, Hc)",1st/2nd week,5 available in Hc,Hc,,"577, 581","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39%,,,,,,,,,,,
